timestamp_utc,unit_id,heat_MW,unit_on,fuel_MWh,co2_tonnes,unserved_MW,fuel_cost_nzd,carbon_cost_nzd,total_cost_nzd
2035-01-01T00:00:00Z,EB1,9.698026139999998,1,9.795985999999997,0.0,52.63375906652877,1332.2540959999997,0.0,1332.2540959999997
2035-01-01T00:00:00Z,EB2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2035-01-01T00:00:00Z,EB3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2035-01-01T00:00:00Z,BB1,40.0,1,47.05882352941177,0.2776470588235294,0.0,1976.4705882352941,24.988235294117647,2001.4588235294118
2035-01-01T01:00:00Z,EB1,10.477326419999999,1,10.583158,0.0,51.20788561911918,1439.3094879999999,0.0,1439.3094879999999
2035-01-01T01:00:00Z,EB2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2035-01-01T01:00:00Z,EB3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2035-01-01T01:00:00Z,BB1,40.0,1,47.05882352941177,0.2776470588235294,0.0,1976.4705882352941,24.988235294117647,2001.4588235294118
2035-01-01T02:00:00Z,EB1,10.5317487,1,10.63813,0.0,51.953767685471995,1446.78568,0.0,1446.78568
2035-01-01T02:00:00Z,EB2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2035-01-01T02:00:00Z,EB3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2035-01-01T02:00:00Z,BB1,40.0,1,47.05882352941177,0.2776470588235294,0.0,1976.4705882352941,24.988235294117647,2001.4588235294118
2035-01-01T03:00:00Z,EB1,10.418695649999998,1,10.523934999999998,0.0,53.4855786599416,1431.2551599999997,0.0,1431.2551599999997
2035-01-01T03:00:00Z,EB2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2035-01-01T03:00:00Z,EB3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2035-01-01T03:00:00Z,BB1,40.0,1,47.05882352941177,0.2776470588235294,0.0,1976.4705882352941,24.988235294117647,2001.4588235294118
2035-01-01T04:00:00Z,EB1,9.86185728,1,9.961472,0.0,52.76232262793712,1354.7601920000002,0.0,1354.7601920000002
2035-01-01T04:00:00Z,EB2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2035-01-01T04:00:00Z,EB3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2035-01-01T04:00:00Z,BB1,40.0,1,47.05882352941177,0.2776470588235294,0.0,1976.4705882352941,24.988235294117647,2001.4588235294118
2035-01-01T05:00:00Z,EB1,8.740685249999999,1,8.828974999999998,0.0,54.401815570310035,1200.7405999999996,0.0,1200.7405999999996
2035-01-01T05:00:00Z,EB2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2035-01-01T05:00:00Z,EB3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2035-01-01T05:00:00Z,BB1,40.0,1,47.05882352941177,0.2776470588235294,0.0,1976.4705882352941,24.988235294117647,2001.4588235294118
2035-01-01T06:00:00Z,EB1,8.361025199999998,1,8.445479999999998,0.0,56.12847459886321,1486.4044799999997,0.0,1486.4044799999997
2035-01-01T06:00:00Z,EB2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2035-01-01T06:00:00Z,EB3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2035-01-01T06:00:00Z,BB1,40.0,1,47.05882352941177,0.2776470588235294,0.0,1976.4705882352941,24.988235294117647,2001.4588235294118
2035-01-01T07:00:00Z,EB1,8.18776035,1,8.270465,0.0,56.50324821970744,1786.4204399999999,0.0,1786.4204399999999
2035-01-01T07:00:00Z,EB2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2035-01-01T07:00:00Z,EB3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2035-01-01T07:00:00Z,BB1,40.0,1,47.05882352941177,0.2776470588235294,0.0,1976.4705882352941,24.988235294117647,2001.4588235294118
2035-01-01T08:00:00Z,EB1,9.44322489,1,9.538611,0.0,54.98653429823814,2060.3399759999998,0.0,2060.3399759999998
2035-01-01T08:00:00Z,EB2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
